,loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,repay_fail,credit_age_yrs
14398,9000,36 months,5.99,3 years,RENT,56000,Not Verified,Aug-11,debt_consolidation,322xx,FL,19.61,0,Oct-00,0,10,0,11652,0.391,18,0,10.86813187
14399,17500,60 months,11.71,3 years,MORTGAGE,35000,Verified,Nov-11,house,494xx,MI,15.15,0,Feb-06,0,9,0,398,0.015,17,0,5.766483516
14400,9600,36 months,14.27,1 year,RENT,25000,Not Verified,Oct-11,debt_consolidation,281xx,NC,14.5,1,Aug-05,0,3,0,5713,0.408,6,0,6.186813187
14401,16000,36 months,11.58,1 year,RENT,3.00E+05,Verified,Apr-09,car,941xx,CA,7.6,0,Oct-97,0,10,0,41491,0.609,21,0,11.53846154
14402,12300,36 months,6.62,1 year,OWN,28000,Not Verified,Nov-11,debt_consolidation,706xx,LA,16.51,0,Mar-01,1,11,0,10825,0.161,25,0,10.70604396
14403,20000,36 months,13.48,10+ years,MORTGAGE,1.00E+05,Not Verified,May-10,credit_card,906xx,CA,12.89,0,Feb-91,0,16,1,23611,0.753,33,1,19.31043956
14404,20000,60 months,11.11,3 years,RENT,65000,Verified,Apr-11,wedding,276xx,NC,1.2,0,May-04,0,4,0,4109,0.118,4,0,6.93956044
14405,25000,60 months,13.72,1 year,OWN,145000,Verified,Dec-10,debt_consolidation,300xx,GA,17.39,0,Oct-98,1,11,0,42581,0.448,30,0,12.20879121
14406,3950,60 months,17.19,2 years,RENT,18000,Source Verified,Jul-10,medical,300xx,GA,5.87,0,Dec-06,3,5,0,2612,0.67,9,1,3.593406593
14407,10000,36 months,16.45,10+ years,RENT,70000,Verified,Jul-10,debt_consolidation,194xx,PA,10.82,0,Jun-05,2,4,0,8315,0.756,8,0,5.098901099
14408,2200,36 months,15.23,2 years,RENT,30000,Source Verified,May-11,debt_consolidation,950xx,CA,16.2,0,Dec-07,2,7,0,2476,0.716,9,0,3.425824176
14409,35000,60 months,21.67,3 years,MORTGAGE,270000,Verified,Nov-11,debt_consolidation,801xx,CO,12.9,0,Aug-98,3,12,0,40299,0.895,51,1,13.2967033
14410,2500,36 months,10.78,< 1 year,MORTGAGE,107000,Not Verified,Jan-08,credit_card,275xx,NC,16.37,0,Oct-80,1,11,0,16164,0.8,46,0,27.34340659
14411,15000,36 months,8.9,1 year,RENT,40000,Source Verified,Nov-11,debt_consolidation,112xx,NY,11.76,0,Jul-03,3,9,0,15606,0.294,15,0,8.365384615
14412,8000,36 months,7.66,< 1 year,RENT,57600,Source Verified,Apr-11,car,494xx,MI,0.52,0,Jun-03,1,9,0,1832,0.113,16,0,7.85989011
14413,16750,36 months,16.4,6 years,MORTGAGE,51000,Verified,Feb-11,debt_consolidation,986xx,WA,20.59,1,Dec-00,2,10,1,8741,0.79,23,0,10.2032967
14414,6000,36 months,12.21,2 years,RENT,80607,Verified,Jun-09,educational,750xx,TX,21.17,0,Jun-98,1,9,0,34866,0.701,32,0,11.03846154
14415,5000,60 months,10.36,4 years,RENT,45000,Source Verified,Nov-10,car,334xx,FL,19.01,0,Jan-02,0,8,0,5064,0.592,16,0,8.862637363
14416,9600,60 months,18.39,8 years,RENT,43000,Not Verified,May-11,debt_consolidation,321xx,FL,16.69,0,Apr-07,0,6,0,6883,0.555,8,1,4.096153846
14417,10000,36 months,14.93,6 years,RENT,55008,Not Verified,Nov-08,educational,921xx,CA,12.85,0,Oct-97,0,7,0,18810,0.595,16,0,11.12362637
14418,12000,36 months,6.03,8 years,OWN,48000,Not Verified,Nov-11,debt_consolidation,365xx,AL,23.35,0,Jun-95,0,14,0,22385,0.253,20,0,16.47527473
14419,5000,36 months,6.99,n/a,MORTGAGE,46800,Not Verified,Aug-11,major_purchase,087xx,NJ,15.72,0,Oct-76,1,10,0,28598,0.369,25,0,34.95054945
14420,6500,60 months,15.57,10+ years,MORTGAGE,93024,Not Verified,Dec-10,medical,120xx,NY,24.48,0,Dec-92,2,14,0,17458,0.779,38,1,18.06043956
14421,6000,36 months,11.49,5 years,OWN,37500,Not Verified,May-11,debt_consolidation,620xx,IL,22.3,0,Nov-96,1,11,0,10909,0.545,22,0,14.54395604
14422,16000,60 months,11.49,9 years,MORTGAGE,72000,Source Verified,Jun-11,debt_consolidation,917xx,CA,16.75,0,Mar-94,0,9,1,3617,0.134,18,0,17.31043956
14423,17500,36 months,13.61,5 years,RENT,47500,Verified,Oct-10,credit_card,112xx,NY,22.89,0,Feb-00,0,13,0,18443,0.489,17,0,10.70054945
14424,1500,36 months,13.98,< 1 year,MORTGAGE,14400,Source Verified,Jul-10,debt_consolidation,927xx,CA,3.85,1,Aug-06,0,4,0,820,0.41,4,0,3.928571429
14425,20000,36 months,14.59,3 years,MORTGAGE,127000,Verified,Apr-10,debt_consolidation,211xx,MD,11.76,0,Feb-97,1,15,0,12908,0.768,27,0,13.20604396
14426,3200,36 months,14.96,2 years,RENT,57500,Not Verified,Sep-09,debt_consolidation,752xx,TX,20.43,1,Aug-95,1,9,0,6552,0.954,29,0,14.13461538
14427,25000,36 months,10.36,3 years,RENT,74000,Verified,Dec-10,debt_consolidation,945xx,CA,16.14,0,Nov-96,0,17,0,34224,0.423,30,0,14.12912088
14428,4800,36 months,6.99,10+ years,MORTGAGE,76176,Verified,May-11,home_improvement,302xx,GA,23.3,0,Mar-94,0,9,0,32418,0.459,29,0,17.22527473
14429,7500,36 months,13.55,10+ years,MORTGAGE,55000,Not Verified,Jul-08,home_improvement,640xx,MO,15.1,0,Oct-97,11,14,0,17599,0.417,28,0,10.78571429
14430,2225,36 months,7.66,< 1 year,RENT,52500,Source Verified,Apr-11,debt_consolidation,972xx,OR,8.14,0,Feb-05,0,3,0,2623,0.61,7,0,6.181318681
14431,8000,36 months,7.88,< 1 year,RENT,90000,Not Verified,Jun-10,wedding,190xx,PA,12.24,0,Sep-01,0,16,0,259,0.052,21,0,8.777472527
14432,10000,60 months,15.28,6 years,RENT,34000,Not Verified,Mar-11,debt_consolidation,907xx,CA,23.44,0,Jan-05,0,5,0,5262,0.907,8,1,6.181318681
14433,15000,36 months,14.96,10+ years,MORTGAGE,88800,Not Verified,Nov-09,credit_card,773xx,TX,21.57,0,Dec-99,0,8,0,13724,0.874,16,1,9.953296703
14434,6000,36 months,5.42,2 years,MORTGAGE,70000,Source Verified,Jul-11,moving,730xx,OK,6.81,0,Jan-94,0,7,0,666,0.013,30,0,17.55494505
14435,15000,36 months,8.94,10+ years,MORTGAGE,113004,Not Verified,Sep-09,debt_consolidation,223xx,VA,6.24,0,May-88,0,15,0,19367,0.091,27,0,21.40934066
14436,17500,36 months,14.35,10+ years,RENT,44900,Verified,Sep-10,credit_card,600xx,IL,16.06,0,Mar-01,0,6,0,17270,0.859,12,0,9.535714286
14437,12000,60 months,15.27,3 years,MORTGAGE,64400,Verified,Nov-11,debt_consolidation,990xx,WA,16.96,0,Nov-90,3,23,0,13769,0.167,39,0,21.07142857
14438,14000,60 months,14.65,10+ years,OWN,118354.61,Source Verified,Nov-11,debt_consolidation,325xx,FL,18.85,0,Mar-97,1,8,0,26533,0.652,31,0,14.71978022
14439,9600,36 months,15.01,6 years,RENT,90000,Not Verified,Oct-07,debt_consolidation,104xx,NY,15.33,2,Mar-90,10,16,1,22158,0.807,48,0,17.6456044
14440,10750,36 months,7.51,4 years,RENT,28800,Not Verified,Sep-10,debt_consolidation,530xx,WI,22.75,0,Feb-98,0,6,0,4198,0.292,26,0,12.62362637
14441,10000,60 months,13.23,10+ years,MORTGAGE,55000,Not Verified,Sep-10,small_business,623xx,IL,6.52,1,Nov-88,2,9,0,7147,0.529,17,0,21.90659341
14442,12000,60 months,10.59,n/a,MORTGAGE,22063.8,Not Verified,Jul-11,other,030xx,NH,16.81,0,Jan-93,0,6,0,16266,0.266,15,0,18.55769231
14443,5000,36 months,7.49,< 1 year,MORTGAGE,38400,Source Verified,Jul-11,credit_card,760xx,TX,11.44,0,Jul-04,0,11,0,5457,0.174,28,0,7.021978022
14444,4950,36 months,7.9,3 years,OWN,13200,Source Verified,Nov-11,debt_consolidation,770xx,TX,15.36,0,Nov-00,1,5,0,3165,0.144,6,0,11.03571429
14445,12000,36 months,11.83,2 years,RENT,45000,Not Verified,Dec-09,credit_card,304xx,GA,20.69,0,Jul-00,0,4,0,9078,0.688,18,0,9.450549451
14446,1500,36 months,6.99,10+ years,RENT,71000,Source Verified,May-11,house,809xx,CO,18,0,Apr-96,4,13,0,5063,0.641,49,0,15.13186813
14447,12000,36 months,7.91,< 1 year,RENT,42000,Source Verified,Jun-11,credit_card,945xx,CA,4.51,0,Feb-97,1,16,0,6015,0.099,28,0,14.37637363
14448,14000,36 months,8.94,10+ years,MORTGAGE,77000,Not Verified,Oct-09,home_improvement,012xx,MA,15.8,0,Jan-83,0,11,0,1842,0.05,29,0,26.84065934
14449,5000,36 months,12.53,< 1 year,RENT,20004,Not Verified,Aug-09,debt_consolidation,029xx,RI,11.04,0,Nov-04,0,5,0,6361,0.347,8,0,4.763736264
14450,3600,36 months,8,1 year,MORTGAGE,35000,Not Verified,Feb-09,small_business,436xx,OH,9.74,0,Nov-99,0,7,0,9376,0.415,12,0,9.285714286
14451,35000,60 months,16.89,10+ years,MORTGAGE,77000,Verified,Jun-11,debt_consolidation,243xx,VA,23.98,0,Dec-96,0,11,0,33856,0.325,43,0,14.5467033
14452,15000,60 months,16.49,9 years,MORTGAGE,48000,Not Verified,Jun-11,debt_consolidation,297xx,SC,20.43,0,Oct-98,1,13,0,19961,0.579,21,0,12.70879121
14453,16800,60 months,16.45,10+ years,MORTGAGE,60822,Verified,Oct-10,debt_consolidation,140xx,NY,19.95,0,May-96,0,18,0,41982,0.767,34,0,14.46703297
14454,15000,60 months,17.27,1 year,OWN,75000,Not Verified,Dec-11,other,945xx,CA,16.21,0,Jul-05,0,9,0,10219,0.749,18,0,6.43956044
14455,9000,36 months,12.84,9 years,RENT,74000,Not Verified,Jul-09,other,018xx,MA,19.09,0,Nov-01,0,13,0,24401,0.884,15,0,7.68956044
14456,2500,36 months,7.88,2 years,RENT,54600,Not Verified,Mar-10,wedding,240xx,VA,6.26,0,Jul-04,1,9,0,649,0.12,10,0,5.684065934
14457,15600,60 months,19.42,5 years,OWN,55000,Source Verified,Dec-11,debt_consolidation,305xx,GA,22.78,0,May-03,0,13,0,10078,0.73,34,1,8.615384615
14458,20000,36 months,11.71,10+ years,MORTGAGE,172000,Source Verified,Nov-11,small_business,801xx,CO,20,0,Mar-87,0,20,0,101553,0.678,59,0,24.75549451
14459,8000,36 months,11.71,9 years,RENT,50000,Not Verified,Oct-11,other,303xx,GA,15.84,3,May-91,0,5,0,624,0.78,23,1,20.48901099
14460,9400,60 months,21.67,< 1 year,OWN,60000,Verified,Nov-11,other,750xx,TX,13.26,0,Aug-00,2,5,0,5077,0.793,5,0,11.28846154
14461,1500,36 months,10.38,9 years,MORTGAGE,70392,Source Verified,May-10,other,305xx,GA,23.08,0,Sep-95,1,10,0,12883,0.602,26,0,14.71428571
14462,16000,60 months,19.79,10+ years,MORTGAGE,80000,Verified,Oct-10,other,347xx,FL,21.97,1,Dec-97,1,6,0,115701,0.951,24,1,12.87637363
14463,4000,36 months,6.39,n/a,MORTGAGE,40000,Not Verified,May-10,debt_consolidation,117xx,NY,11.82,0,Feb-91,0,6,0,1442,0.061,15,0,19.31043956
14464,5000,36 months,10.38,n/a,OWN,24000,Verified,Jun-10,other,946xx,CA,7.5,0,Dec-95,0,4,0,10334,0.63,8,0,14.54945055
14465,10000,36 months,10.36,1 year,MORTGAGE,85000,Verified,Nov-10,credit_card,208xx,MD,11.55,2,Feb-96,3,14,0,8174,0.342,32,0,14.79945055
14466,24250,36 months,13.23,4 years,RENT,148716,Verified,Aug-10,debt_consolidation,334xx,FL,3.57,0,Jul-00,0,4,0,21665,0.717,13,0,10.11813187
14467,25000,36 months,15.68,2 years,RENT,108000,Verified,Aug-09,debt_consolidation,949xx,CA,15.73,0,Oct-99,1,12,0,36015,0.885,33,1,9.868131868
14468,12000,60 months,13.49,7 years,RENT,60500,Not Verified,Jul-11,debt_consolidation,112xx,NY,5.55,0,Aug-99,0,11,0,9168,0.461,19,0,11.95604396
14469,12000,36 months,10,2 years,MORTGAGE,53851,Verified,Feb-11,debt_consolidation,908xx,CA,11.97,0,Sep-00,1,15,0,1243,0.12,32,0,10.4532967
14470,2700,36 months,7.88,2 years,RENT,35000,Not Verified,Jun-10,major_purchase,297xx,SC,23.25,0,Feb-01,2,7,0,528,0.068,25,0,9.35989011
14471,3000,36 months,9.99,5 years,MORTGAGE,31200,Not Verified,Aug-11,debt_consolidation,194xx,PA,5.81,0,Dec-04,0,12,0,4977,0.278,17,0,6.686813187
14472,7000,36 months,13.61,8 years,RENT,81000,Source Verified,Aug-10,credit_card,222xx,WV,13.23,0,Sep-01,0,7,0,5047,0.789,9,0,8.945054945
14473,18000,36 months,13.57,7 years,RENT,44000,Verified,Nov-09,debt_consolidation,114xx,NY,6.33,0,Jun-79,0,11,0,5494,0.141,16,0,30.52472527
14474,4550,36 months,11.03,7 years,MORTGAGE,53000,Not Verified,Jun-08,credit_card,379xx,TN,10.82,0,Sep-02,2,6,0,2927,0.532,8,0,5.769230769
14475,35000,60 months,13.99,< 1 year,RENT,87360,Verified,Jun-11,small_business,303xx,GA,0.55,0,Oct-92,1,4,0,2732,0.304,7,0,18.72802198
14476,10000,36 months,13.23,n/a,RENT,24000,Not Verified,Jul-10,debt_consolidation,010xx,MA,12.6,0,Nov-98,1,4,0,9347,0.663,14,0,11.7032967
14477,12000,36 months,9.91,< 1 year,RENT,40000,Source Verified,Nov-11,debt_consolidation,021xx,MA,13.59,0,Mar-02,0,13,0,14402,0.626,18,0,9.703296703
14478,15000,36 months,15.65,< 1 year,RENT,80000,Not Verified,Dec-09,small_business,801xx,CO,17.27,0,Oct-95,5,11,0,8715,0.487,24,0,14.21703297
14479,15000,36 months,14.96,1 year,MORTGAGE,171996,Source Verified,Aug-09,major_purchase,606xx,IL,10.49,0,Jun-00,2,21,0,2079,0.365,35,0,9.197802198
14480,15000,36 months,12.68,3 years,MORTGAGE,38400,Not Verified,Feb-11,debt_consolidation,972xx,OR,20.69,0,Aug-89,1,8,0,19867,0.739,22,0,21.57692308
14481,25400,60 months,13.49,< 1 year,MORTGAGE,4.00E+05,Source Verified,Oct-11,small_business,068xx,CT,3.87,0,Mar-85,2,11,0,66376,0.013,56,0,26.67582418
14482,14125,60 months,15.23,< 1 year,RENT,39000,Source Verified,Aug-11,credit_card,930xx,CA,22.58,0,Oct-97,1,6,0,17982,0.45,8,0,13.87912088
14483,5000,36 months,11.99,5 years,MORTGAGE,38000,Source Verified,Aug-11,small_business,273xx,NC,20.49,1,Jan-04,2,8,0,7351,0.55,22,0,7.607142857
14484,7000,36 months,8,< 1 year,RENT,22480,Not Verified,Jul-08,major_purchase,325xx,FL,10.04,0,Jun-94,6,3,0,0,0,3,1,14.13186813
14485,15000,36 months,12.99,10+ years,MORTGAGE,77927,Verified,Jul-11,debt_consolidation,665xx,KS,22.21,0,Jun-93,0,9,0,12289,0.482,34,0,18.14285714
14486,10625,36 months,8.49,< 1 year,RENT,62467,Source Verified,Jul-11,car,208xx,MD,9.61,0,Jul-05,0,7,0,4703,0.941,10,0,6.019230769
14487,25000,36 months,14.59,10+ years,RENT,139000,Verified,Apr-10,credit_card,926xx,CA,14.71,0,Dec-98,0,10,0,19084,0.606,13,0,11.37087912
14488,30000,36 months,16.49,10+ years,MORTGAGE,72357,Verified,May-11,debt_consolidation,773xx,TX,19.44,2,Oct-94,3,20,0,9254,0.238,48,1,16.63736264
14489,12000,60 months,16.77,10+ years,MORTGAGE,93000,Verified,Nov-11,debt_consolidation,601xx,IL,19.81,0,Oct-95,2,17,0,77839,0.938,40,1,16.14010989
14490,8000,36 months,6.92,10+ years,MORTGAGE,54000,Source Verified,Feb-11,other,141xx,NY,7.73,0,Sep-95,0,5,0,88,0.009,25,0,15.47252747
14491,10000,36 months,13.8,6 years,RENT,48000,Source Verified,Jan-11,debt_consolidation,945xx,CA,14.9,0,Nov-95,2,5,0,5897,0.907,7,0,15.21978022
14492,4000,36 months,5.79,3 years,MORTGAGE,51540,Not Verified,Dec-10,debt_consolidation,170xx,PA,16.27,0,Dec-99,0,11,0,14799,0.425,31,0,11.03846154
14493,15850,60 months,14.79,4 years,RENT,96772,Verified,May-11,major_purchase,201xx,VA,17.91,0,Nov-97,2,8,0,16529,0.68,24,0,13.54120879
14494,7000,36 months,12.87,1 year,OWN,102000,Verified,Dec-09,other,034xx,NH,18.69,0,Feb-88,3,17,0,22845,0.694,38,0,21.90659341
14495,16000,36 months,17.88,< 1 year,RENT,1.00E+05,Source Verified,Apr-11,debt_consolidation,945xx,CA,0.18,1,Sep-88,0,2,0,201,0.012,9,0,22.65659341
14496,6400,36 months,6.17,2 years,RENT,60000,Not Verified,Oct-10,wedding,110xx,NY,5.52,0,Oct-99,0,5,0,5078,0.743,26,0,11.03846154
14497,12000,36 months,17.58,2 years,RENT,65000,Source Verified,Feb-09,debt_consolidation,113xx,NY,8.62,0,Oct-90,3,12,0,21233,0.571,16,0,18.4010989
14498,9000,36 months,13.72,10+ years,OWN,46800,Verified,Dec-10,credit_card,922xx,CA,21.72,0,Nov-95,1,22,0,19616,0.607,28,1,15.13461538
14499,10000,36 months,7.66,2 years,RENT,64583,Verified,Jan-11,medical,802xx,CO,11.15,0,Sep-05,1,15,0,138,0.011,17,0,5.351648352
14500,5000,36 months,8.9,6 years,MORTGAGE,140000,Source Verified,Nov-11,debt_consolidation,762xx,TX,20.86,0,Nov-97,1,14,0,37513,0.686,29,0,14.0467033
14501,9000,36 months,8.9,5 years,RENT,25600,Not Verified,Dec-11,debt_consolidation,959xx,CA,17.67,0,Mar-03,0,8,0,7234,0.608,13,0,8.782967033
14502,9450,60 months,20.48,3 years,RENT,95000,Verified,Feb-11,debt_consolidation,111xx,NY,8.36,0,Apr-06,0,6,0,8277,0.997,6,0,4.854395604
14503,7000,36 months,8.88,3 years,RENT,35000,Source Verified,Nov-10,small_business,800xx,CO,11.83,0,Jan-07,0,5,0,497,0.099,9,0,3.846153846
14504,12000,60 months,13.49,< 1 year,RENT,50000,Source Verified,Dec-11,debt_consolidation,295xx,SC,10.61,0,Dec-01,2,7,0,9931,0.658,17,0,10.03296703
14505,7400,36 months,7.88,4 years,MORTGAGE,94800,Not Verified,Feb-10,small_business,775xx,TX,10.22,0,Jan-02,0,5,0,0,0,15,0,8.112637363
14506,10400,60 months,10.99,7 years,OWN,42000,Verified,Jun-11,debt_consolidation,902xx,CA,13.51,0,Dec-03,0,7,0,1741,0.187,15,0,7.524725275
14507,5000,60 months,19.04,3 years,RENT,48000,Source Verified,Aug-10,debt_consolidation,972xx,OR,3.4,0,Jan-07,1,7,0,4725,0.598,7,0,3.593406593
14508,5000,36 months,5.42,6 years,MORTGAGE,36600,Not Verified,Jun-11,other,301xx,GA,23.67,0,Apr-02,0,10,0,624,0.035,33,0,9.197802198
14509,5000,36 months,12.8,6 years,RENT,25480,Not Verified,Dec-07,debt_consolidation,146xx,NY,18.65,1,Feb-04,0,4,0,5061,0.723,6,0,3.843406593
14510,15000,36 months,13.85,1 year,MORTGAGE,68553,Not Verified,May-10,house,200xx,DC,15.68,1,May-00,3,6,0,2559,0.449,20,0,10.03296703
14511,5500,36 months,13.85,8 years,RENT,69000,Not Verified,May-10,debt_consolidation,152xx,PA,13,1,Dec-01,4,3,0,0,0,11,0,8.442307692
14512,14400,60 months,11.49,1 year,OWN,85000,Verified,Jun-10,major_purchase,750xx,TX,19.2,0,Dec-95,1,19,0,9181,0.172,45,0,14.54945055
14513,12000,36 months,7.51,10+ years,MORTGAGE,88000,Source Verified,May-10,debt_consolidation,498xx,MI,6.37,0,Mar-95,2,12,0,7136,0.3,37,0,15.21978022
14514,12000,36 months,10.38,10+ years,OWN,49536,Not Verified,Sep-10,credit_card,131xx,NY,13.37,0,Jun-88,0,7,1,9725,0.604,19,0,22.32692308
14515,8000,36 months,13.23,3 years,MORTGAGE,73000,Source Verified,Jul-10,debt_consolidation,840xx,UT,1.05,0,Dec-94,1,7,0,8875,0.453,25,0,15.63461538
14516,24000,60 months,21.36,10+ years,MORTGAGE,105211,Verified,Jun-11,debt_consolidation,207xx,MD,21.9,0,Feb-91,3,22,1,20714,0.632,32,0,20.39835165
14517,10000,60 months,11.99,6 years,MORTGAGE,42000,Source Verified,May-11,wedding,939xx,CA,15.31,0,Dec-05,1,10,0,3667,0.218,14,0,5.431318681
14518,7200,36 months,7.14,3 years,MORTGAGE,115731,Not Verified,Mar-10,debt_consolidation,208xx,MD,5.64,0,May-95,1,8,0,17631,0.414,17,0,14.88461538
14519,14000,36 months,7.88,3 years,MORTGAGE,136000,Not Verified,Feb-10,credit_card,951xx,CA,15.87,0,Sep-91,0,20,0,232755,0.23,42,0,18.48351648
14520,8000,36 months,16.77,6 years,RENT,40000,Not Verified,Nov-11,debt_consolidation,452xx,OH,19.89,0,Jan-06,3,12,0,8642,0.739,23,1,5.851648352
14521,9575,60 months,13.35,< 1 year,MORTGAGE,65000,Not Verified,Jan-11,debt_consolidation,945xx,CA,4.62,0,Oct-03,0,13,0,11594,0.382,17,0,7.277472527
14522,11200,60 months,5.79,3 years,MORTGAGE,80000,Verified,Oct-10,debt_consolidation,802xx,CO,6.63,0,Nov-99,0,6,0,1641,0.107,22,0,10.9532967
14523,5000,36 months,12.87,< 1 year,RENT,39996,Not Verified,Sep-09,other,980xx,WA,3,0,May-06,0,6,0,4009,0.385,8,0,3.348901099
14524,7500,36 months,6.03,1 year,RENT,210000,Source Verified,Nov-11,medical,100xx,NY,3.7,0,May-94,0,10,0,15610,0.358,19,0,17.56318681
14525,1000,36 months,16.29,10+ years,MORTGAGE,32000,Not Verified,Sep-11,debt_consolidation,150xx,PA,19.95,1,Dec-86,0,4,0,0,0,31,0,24.83516484
14526,7500,36 months,11.22,4 years,OWN,31920,Not Verified,Jan-08,credit_card,206xx,MD,6.62,0,Sep-06,0,1,0,0,0,1,0,1.337912088
14527,3500,36 months,6.03,10+ years,MORTGAGE,50000,Source Verified,Nov-11,debt_consolidation,627xx,IL,19.94,0,Jan-97,0,9,0,2992,0.285,24,0,14.88186813
14528,9525,60 months,19.69,7 years,RENT,55992,Verified,Jul-11,debt_consolidation,483xx,MI,21.97,0,Sep-00,2,7,0,40174,0.96,18,1,10.86538462
14529,4500,36 months,16.35,1 year,MORTGAGE,75000,Not Verified,Aug-09,home_improvement,212xx,MD,12.94,1,May-00,1,5,0,2453,0.943,22,0,9.282967033
14530,3000,36 months,13.47,10+ years,RENT,41000,Not Verified,Jun-09,debt_consolidation,900xx,CA,5.21,0,Dec-93,0,6,1,5805,0.806,9,0,15.5521978
14531,11000,36 months,10.75,2 years,RENT,48000,Not Verified,Aug-10,credit_card,921xx,CA,15.2,0,Oct-94,0,10,0,11653,0.425,22,0,15.88736264
14532,8000,36 months,5.79,< 1 year,MORTGAGE,64000,Source Verified,Nov-10,debt_consolidation,070xx,NJ,4.03,0,Mar-97,0,13,0,8735,0.165,26,0,13.71703297
14533,16800,60 months,12.68,10+ years,MORTGAGE,82000,Source Verified,Mar-11,debt_consolidation,441xx,OH,11.28,0,Jan-79,0,17,0,27968,0.277,44,0,32.27197802
14534,12000,36 months,8.88,7 years,RENT,36000,Not Verified,Jan-11,debt_consolidation,284xx,NC,10.63,0,Jan-98,4,6,0,5615,0.702,19,0,13.04395604
14535,10000,36 months,14.72,3 years,RENT,33600,Source Verified,Oct-10,wedding,913xx,CA,3.5,0,Feb-04,3,3,0,2030,0.677,4,0,6.686813187
14536,7300,36 months,9.99,< 1 year,MORTGAGE,65000,Not Verified,Jan-11,debt_consolidation,956xx,CA,19.83,0,Mar-87,0,7,0,84067,0.37,21,1,23.92032967
14537,16000,60 months,12.23,2 years,RENT,87500,Source Verified,Nov-10,debt_consolidation,100xx,NY,6.76,0,Apr-01,0,4,0,0,0.6998,8,0,9.618131868
14538,4800,36 months,9.99,8 years,MORTGAGE,90000,Source Verified,Jul-11,home_improvement,920xx,CA,18.73,0,Feb-00,2,12,0,8827,0.403,28,0,11.45054945
14539,6000,36 months,12.69,3 years,RENT,80000,Source Verified,Sep-11,major_purchase,088xx,NJ,0.15,0,Dec-07,0,2,0,71,0.118,11,0,3.763736264
14540,25000,60 months,15.58,10+ years,MORTGAGE,68000,Source Verified,Sep-10,small_business,935xx,CA,0.6,0,Oct-93,4,2,0,0,0.0188,29,1,16.97527473
14541,25000,36 months,15.2,n/a,RENT,70000,Verified,Nov-10,debt_consolidation,532xx,WI,20.25,0,Dec-72,4,21,0,16959,0.27,44,0,38.0467033
14542,4000,36 months,11.12,10+ years,RENT,69000,Verified,Jul-10,debt_consolidation,076xx,NJ,15.25,0,Nov-87,2,18,0,15145,0.456,27,1,22.74175824
14543,16500,60 months,17.88,10+ years,RENT,33000,Source Verified,May-11,small_business,940xx,CA,15.75,0,Oct-06,1,3,0,8274,0.689,4,0,4.596153846
14544,9000,60 months,7.88,10+ years,OWN,60000,Verified,Oct-10,debt_consolidation,294xx,SC,2.3,0,Aug-92,0,8,0,6535,0.092,28,0,18.22802198
14545,17000,36 months,11.78,< 1 year,MORTGAGE,75000,Verified,Dec-08,debt_consolidation,606xx,IL,11.47,0,Dec-98,0,10,0,17565,0.539,22,0,10.03571429
14546,20000,36 months,11.12,5 years,OWN,41717,Verified,Sep-10,other,292xx,SC,6.1,0,Aug-98,0,4,0,336,0.015,25,0,12.12637363
14547,24250,36 months,12.73,4 years,RENT,68375,Not Verified,Feb-10,educational,194xx,PA,21.13,0,Jun-98,2,12,0,32628,0.618,35,0,11.71153846
14548,4800,36 months,13.87,3 years,RENT,48000,Not Verified,Apr-08,medical,115xx,NY,9.18,2,Jul-87,2,10,1,4945,0.642,20,0,20.82417582
14549,10000,36 months,9.88,6 years,RENT,23624.95,Not Verified,Feb-10,credit_card,920xx,CA,19.61,0,Dec-01,1,5,0,12652,0.662,14,0,8.197802198
14550,3500,36 months,7.88,3 years,OWN,51000,Not Verified,Mar-10,debt_consolidation,900xx,CA,20.89,0,Dec-00,0,6,0,18003,0.621,9,0,9.277472527
14551,8650,36 months,8.49,3 years,RENT,60682,Verified,Sep-11,credit_card,223xx,VA,7.83,0,Nov-00,0,6,0,7377,0.431,12,0,10.86813187
14552,8500,60 months,17.19,n/a,RENT,24468,Verified,Aug-10,credit_card,947xx,CA,15.11,0,Dec-99,0,5,0,9299,0.894,5,1,10.7032967
14553,7200,60 months,9.99,6 years,MORTGAGE,36000,Not Verified,Jun-11,car,655xx,MO,12.83,0,Jun-85,0,7,0,7389,0.582,35,0,26.08791209
14554,18500,36 months,7.9,< 1 year,RENT,85000,Verified,Oct-11,wedding,222xx,VA,12.83,0,Dec-95,1,12,0,13618,0.245,30,1,15.88736264
14555,12000,36 months,13.35,10+ years,OWN,90000,Verified,Jan-11,debt_consolidation,104xx,NY,10.71,0,Jun-96,0,12,0,13212,0.744,39,0,14.63461538
14556,12300,60 months,10.74,1 year,MORTGAGE,49800,Source Verified,Mar-11,debt_consolidation,631xx,MO,15.98,0,Jul-01,0,8,0,12251,0.626,18,0,9.697802198
14557,7500,60 months,7.14,2 years,RENT,26400,Not Verified,May-10,moving,959xx,CA,13.41,0,Jan-01,1,6,0,1083,0.241,11,0,9.35989011
14558,15250,36 months,6.54,7 years,OWN,30000,Not Verified,Nov-10,home_improvement,913xx,CA,20.64,0,Oct-99,0,8,0,10112,0.644,12,0,11.12362637
